"State","Grade","Subject","Percentile","Score.2024","Score.2022","Score.2019","Score.Change","Group"
"Rhode Island",8,"Mathematics","75th",300.555497741699,297.326495361328,304.614497375488,-4.05899963378897,"All students"
"South Carolina",8,"Mathematics","75th",297.280502319336,295.023503112793,303.76350402832,-6.48300170898403,"All students"
"South Dakota",8,"Mathematics","75th",307.036503601074,306.302502441406,312.988499450684,-5.95199584961,"All students"
"Tennessee",8,"Mathematics","75th",305.795997619629,298.695997619629,306.30050201416,-0.504504394530954,"All students"
"Texas",8,"Mathematics","75th",297.082498168945,297.548498535156,304.226501464844,-7.14400329589898,"All students"
"Utah",8,"Mathematics","75th",309.115501403809,308.454498291016,312.544000244141,-3.428498840332,"All students"
"Vermont",8,"Mathematics","75th",303.157496643067,301.089498901367,313.32550201416,-10.168005371093,"All students"
"Virginia",8,"Mathematics","75th",303.216497802735,306.762998962402,312.83800201416,-9.62150421142502,"All students"
"Washington",8,"Mathematics","75th",305.076998901367,302.249000549317,316.027500915527,-10.95050201416,"All students"
"West Virginia",8,"Mathematics","75th",288.615498352051,285.271000671387,297.868502807617,-9.25300445556599,"All students"
"Wisconsin",8,"Mathematics","75th",311.343000793457,307.651499938965,315.786499023438,-4.443498229981,"All students"
"Wyoming",8,"Mathematics","75th",304.115998840332,305.515000915527,310.520500183106,-6.40450134277398,"All students"
"National",4,"Reading","90th",264.765495300293,265.815002441406,266.070997619629,-1.30550231933597,"All students"
"Alabama",4,"Reading","90th",262.229998779297,260.111003112793,259.592999267578,2.63699951171895,"All students"
"Alaska",4,"Reading","90th",256.086500549316,257.168000030518,257.885998535156,-1.79949798583999,"All students"
"Arizona",4,"Reading","90th",261.997999572754,262.556001281738,262.895500183106,-0.897500610351983,"All students"
"Arkansas",4,"Reading","90th",261.892999267578,262.762498474121,262.578001403809,-0.685002136231049,"All students"
"California",4,"Reading","90th",262.901501464844,266.097499084473,264.828999328613,-1.92749786376902,"All students"
"Colorado",4,"Reading","90th",269.77200012207,269.812002563476,269.372500610352,0.399499511717977,"All students"
"Connecticut",4,"Reading","90th",270.905000305176,267.983500671387,270.433499145508,0.47150115966798,"All students"
"Delaware",4,"Reading","90th",260.094996643066,259.270999145508,265.613497924805,-5.51850128173902,"All students"
"District of Columbia",4,"Reading","90th",270.488499450684,268.557496643067,267.193000793457,3.29549865722703,"All students"
"DoDEA",4,"Reading","90th",275.366499328613,275.730499267578,270.20249786377,5.16400146484295,"All students"
"Florida",4,"Reading","90th",266.708502197266,267.16499786377,267.10199584961,-0.393493652343977,"All students"
"Georgia",4,"Reading","90th",265.041496276856,265.486003112793,266.010502624512,-0.969006347656034,"All students"
"Hawaii",4,"Reading","90th",265.097502136231,268.592001342773,265.236999511719,-0.139497375487963,"All students"
"Idaho",4,"Reading","90th",263.436999511719,263.572497558594,266.566999816895,-3.130000305176,"All students"
"Illinois",4,"Reading","90th",265.938500976563,267.326998901367,265.173500061035,0.765000915527992,"All students"
"Indiana",4,"Reading","90th",268.022999572754,265.363999938965,267.584999084473,0.438000488280977,"All students"
"Iowa",4,"Reading","90th",261.523999023438,263.158502197266,264.8125,-3.28850097656198,"All students"
"Kansas",4,"Reading","90th",259.436999511719,262.448997497559,263.365502929688,-3.92850341796895,"All students"
"Kentucky",4,"Reading","90th",267.489002990723,263.237998962402,265.61900177002,1.87000122070299,"All students"
"Louisiana",4,"Reading","90th",266.78099822998,261.84400177002,259.243501281738,7.53749694824199,"All students"
"Maine",4,"Reading","90th",258.586001586914,260.945999145508,266.603999328613,-8.01799774169899,"All students"
"Maryland",4,"Reading","90th",271.645997619629,266.986502075195,270.008494567871,1.63750305175796,"All students"
"Massachusetts",4,"Reading","90th",275.588500976563,275.553500366211,274.577996826172,1.010504150391,"All students"
"Michigan",4,"Reading","90th",257.522500610352,260.965498352051,263.054998779297,-5.53249816894504,"All students"
"Minnesota",4,"Reading","90th",261.462001037598,263.153498840332,267.112503051758,-5.65050201416,"All students"
"Mississippi",4,"Reading","90th",262.303997802734,260.604000854492,261.022499084473,1.28149871826099,"All students"
"Missouri",4,"Reading","90th",260.197998046875,262.494998168945,264.112503051758,-3.91450500488298,"All students"
"Montana",4,"Reading","90th",263.37799987793,263.458502197266,264.822497558594,-1.44449768066403,"All students"
"Nebraska",4,"Reading","90th",260.362995910645,265.026501464844,265.860997009277,-5.49800109863202,"All students"
"Nevada",4,"Reading","90th",262.833999633789,259.489500427246,261.940501403809,0.893498229980025,"All students"
"New Hampshire",4,"Reading","90th",267.701000976563,268.196000671387,267.634999084473,0.0660018920900143,"All students"
"New Jersey",4,"Reading","90th",274.01199798584,269.167500305176,271.213496398926,2.79850158691403,"All students"
"New Mexico",4,"Reading","90th",253.272499847412,254.460499572754,256.341000366211,-3.068500518799,"All students"
"New York",4,"Reading","90th",266.140502929688,264.608999633789,264.524499511719,1.61600341796901,"All students"
"North Carolina",4,"Reading","90th",265.160499572754,264.938999938965,266.209002685547,-1.04850311279296,"All students"
"North Dakota",4,"Reading","90th",258.473501586914,260.229995727539,262.561499023438,-4.08799743652401,"All students"
"Ohio",4,"Reading","90th",264.806001281739,267.166998291016,265.486003112793,-0.680001831054028,"All students"
"Oklahoma",4,"Reading","90th",253.945000457764,254.345499420166,258.108497619629,-4.16349716186502,"All students"
"Oregon",4,"Reading","90th",262.10950012207,261.850497436524,266.298001098633,-4.18850097656298,"All students"
"Pennsylvania",4,"Reading","90th",264.586500549317,266.777996826172,270.380000305176,-5.79349975585899,"All students"
"Rhode Island",4,"Reading","90th",267.645500183105,266.812998962402,266.992997741699,0.652502441406,"All students"
"South Carolina",4,"Reading","90th",266.525,265.455000305176,265.068997192383,1.45600280761698,"All students"
"South Dakota",4,"Reading","90th",259.748997497559,262.558999633789,264.263497924805,-4.51450042724599,"All students"
"Tennessee",4,"Reading","90th",265.446501159668,262.009001159668,264.813995361328,0.632505798339992,"All students"
"Texas",4,"Reading","90th",260.755998229981,261.765498352051,261.491499328613,-0.735501098631971,"All students"
"Utah",4,"Reading","90th",267.843003845215,267.558503723145,267.911502075195,-0.0684982299800367,"All students"
"Vermont",4,"Reading","90th",263.815002441406,267.01549987793,267.056002807617,-3.24100036621098,"All students"
"Virginia",4,"Reading","90th",265.647497558594,265.26900177002,267.510002136231,-1.86250457763697,"All students"
"Washington",4,"Reading","90th",266.503999328613,266.935502624512,266.963000488281,-0.459001159667991,"All students"
"West Virginia",4,"Reading","90th",256.817499542236,254.20350112915,261.493995666504,-4.676496124268,"All students"
"Wisconsin",4,"Reading","90th",264.176498413086,264.590997314453,266.28699798584,-2.11049957275401,"All students"
"Wyoming",4,"Reading","90th",266.115498352051,268.149499511719,267.682501220703,-1.56700286865197,"All students"
"National",8,"Reading","90th",306.860502624512,306.844996643067,308.732000732422,-1.87149810791004,"All students"
"Alabama",8,"Reading","90th",296.990496826172,297.754499816895,298.856999206543,-1.866502380371,"All students"
"Alaska",8,"Reading","90th",297.243502807617,302.189999389649,298.401997375488,-1.158494567871,"All students"
"Arizona",8,"Reading","90th",300.860995483399,303.92200012207,303.938505554199,-3.07751007080003,"All students"
"Arkansas",8,"Reading","90th",300.777496337891,301.598501586914,306.180996704102,-5.40350036621095,"All students"
"California",8,"Reading","90th",306.778498840332,306.814501953125,307.003498840332,-0.224999999999966,"All students"
"Colorado",8,"Reading","90th",309.599996948242,310.073500061035,310.951000976563,-1.35100402832103,"All students"
"Connecticut",8,"Reading","90th",313.754002380371,310.866499328613,314.546502685547,-0.79250030517602,"All students"
"Delaware",8,"Reading","90th",299.521501159668,300.582498168946,307.709001159668,-8.1875,"All students"
"District of Columbia",8,"Reading","90th",307.313998413086,301.615501403809,302.983499145508,4.33049926757798,"All students"
"DoDEA",8,"Reading","90th",319.222497558594,317.962998962402,313.556994628906,5.66550292968799,"All students"
"Florida",8,"Reading","90th",301.405500793457,305.493998718262,309.939001464844,-8.533500671387,"All students"
"Georgia",8,"Reading","90th",307.471997070313,308.26549987793,306.653497314453,0.818499755860046,"All students"
"Hawaii",8,"Reading","90th",304.718000793457,306.943998718262,305.996998596192,-1.27899780273498,"All students"
"Idaho",8,"Reading","90th",305.405502319336,306.154501342774,308.923501586914,-3.51799926757803,"All students"
"Illinois",8,"Reading","90th",309.917501831055,308.566500854492,311.004002380371,-1.08650054931599,"All students"
"Indiana",8,"Reading","90th",309.699998474121,306.747001647949,310.569000244141,-0.86900177002002,"All students"
"Iowa",8,"Reading","90th",304.998500061035,302.71449584961,305.405497741699,-0.406997680664006,"All students"
"Kansas",8,"Reading","90th",299.473498535156,300.244000244141,304.814999389648,-5.34150085449198,"All students"
"Kentucky",8,"Reading","90th",305.916000366211,305.344003295899,308.858000183106,-2.94199981689502,"All students"
"Louisiana",8,"Reading","90th",303.581503295899,303.239497375488,302.687001037598,0.894502258300975,"All students"
"Maine",8,"Reading","90th",301.592001342774,306.207499694824,309.433502197266,-7.84150085449204,"All students"
"Maryland",8,"Reading","90th",310.826498413086,311.445500183106,312.002998352051,-1.17649993896498,"All students"
"Massachusetts",8,"Reading","90th",315.674002075195,313.147998046875,317.406001281738,-1.73199920654298,"All students"
"Michigan",8,"Reading","90th",299.660499572754,304.958499145508,305.118998718262,-5.45849914550797,"All students"
"Minnesota",8,"Reading","90th",301.103497314453,304.075994873047,308.052000427246,-6.94850311279299,"All students"
"Mississippi",8,"Reading","90th",298.490000915527,297.332499694824,299.562501525879,-1.07250061035199,"All students"
"Missouri",8,"Reading","90th",301.762001037598,303.051498413086,306.449002075195,-4.68700103759699,"All students"
"Montana",8,"Reading","90th",306.118997192383,303.973001098633,306.810002136231,-0.691004943847986,"All students"
"Nebraska",8,"Reading","90th",302.511999511719,303.497500610352,306.858500671387,-4.34650115966798,"All students"
"Nevada",8,"Reading","90th",303.670497131348,305.291999816895,303.243002319336,0.427494812011957,"All students"
"New Hampshire",8,"Reading","90th",307.928001403809,308.079002380371,310.32850189209,-2.40050048828101,"All students"
"New Jersey",8,"Reading","90th",316.761502075195,316.613000488281,320.76549987793,-4.003997802735,"All students"
"New Mexico",8,"Reading","90th",294.444497680664,293.438499450684,300.213499450684,-5.76900177002,"All students"
"New York",8,"Reading","90th",310.563497924805,310.320001220703,308.668002319336,1.89549560546902,"All students"
"North Carolina",8,"Reading","90th",303.515998840332,302.303997802735,308.763497924805,-5.24749908447302,"All students"
"North Dakota",8,"Reading","90th",298.345497131348,301.369998168945,302.329498291016,-3.98400115966803,"All students"
"Ohio",8,"Reading","90th",308.635494995117,309.070498657227,313.121998596192,-4.48650360107496,"All students"
"Oklahoma",8,"Reading","90th",294.978001403809,295.803503417969,297.865000915528,-2.88699951171901,"All students"
"Oregon",8,"Reading","90th",303.019497680664,302.041999816895,310.104997253418,-7.08549957275397,"All students"
"Pennsylvania",8,"Reading","90th",307.158003234863,307.997500610352,311.04049987793,-3.88249664306704,"All students"
"Rhode Island",8,"Reading","90th",309.320002746582,309.677998352051,310.788499450684,-1.46849670410199,"All students"
"South Carolina",8,"Reading","90th",301.505497741699,302.708000183105,304.151501464844,-2.64600372314499,"All students"
"South Dakota",8,"Reading","90th",303.006503295899,304.774996948242,305.267501831055,-2.26099853515598,"All students"
"Tennessee",8,"Reading","90th",306.797998046875,304.90599975586,306.683502197266,0.114495849609,"All students"
"Texas",8,"Reading","90th",303.001499938965,298.25050201416,299.122000122071,3.87949981689405,"All students"
"Utah",8,"Reading","90th",305.580499267578,308.68699798584,310.652000427246,-5.071501159668,"All students"
"Vermont",8,"Reading","90th",303.777500915528,309.505999755859,313.371502685547,-9.59400177001902,"All students"
"Virginia",8,"Reading","90th",306.857998657227,307.062001037598,308.530996704102,-1.67299804687502,"All students"
"Washington",8,"Reading","90th",308.864001464844,307.624005126953,314.805001831055,-5.94100036621097,"All students"
"West Virginia",8,"Reading","90th",296.290000915527,297.360000610352,299.112495422363,-2.82249450683599,"All students"
"Wisconsin",8,"Reading","90th",305.868495178223,307.623999023438,311.160998535156,-5.29250335693303,"All students"
"Wyoming",8,"Reading","90th",303.326498413086,303.773500061035,306.257998657227,-2.93150024414098,"All students"
"National",4,"Mathematics","90th",279.712998962402,277.565000915527,279.794996643067,-0.0819976806649834,"All students"
"Alabama",4,"Mathematics","90th",276.696998596192,268.564498901367,268.077996826172,8.61900177001996,"All students"
